Tweet,Sentiment
"@ClintonFdn: Along with our partners and 10 Caribbean countries, we're on the frontlines of fighting global warming: https://t.co/4eadvu",1
@Jeneralizer: Keeping with the theme: Bugs for extermination Polar bears for global warming Dentists for sugar Postal workers for,0
@Visiter And they say global warming's a bad thing. Soon we'll have a coral reef and clown fish..... or maybe just warm mud and grass.,0
@1deplorableegg: @chuckwoolery States can implement their own climate change policies. Outrage more about politics than concern for,0
@LFFriedman: Trump reportedly taps Rep. Pompeo for CIA. For a sense of whether he will consider climate change a national securi,0
#ALMS Let me politely suggest that I DO NOT WATCH MOTORSPORTS TO BE LECTURED ON IMAGINARY GLOBAL WARMING! #nascar,-1
@TheMarkPantano: Leftists suffering depression and anxiety from worrying about climate change.  Stupidity-induced psychological disorder,-1
@MailOnline Could have been worse without global warming.,0
"@BIZPACReview: Whistleblower admits scientists manipulated data, making global warming seem worse to help Obama ",-1
@serena_bean13: 'He doesn't believe in climate change! Do you know how dumb you have to be to not believe in climate change?!',1
@CorySmith1980 long live global warming,0
#Halloween's ok but if you really wanna get scared watch the new @NatGeo climate change doc with @LeoDiCaprio https://t.co/W0txddoeQZ,1
"S. W-C: Social crises in Arctic communities result from intergenerational trauma, now worsening with climate change trauma",1
"@constans @WarrenPeas64 @JoscoJVTeam yes I do, numbnuts. 4 more years of global warming:)",0
"@Education4Libs: Facts: There are 2 genders, global warming is made up, the pay gap isn't real, women have equal rights, guns save lives",-1
"@NAOMIHITME1 I don't understand that it only snowed in parts of Brooklyn & didn't even touch the BX, global warming man!",-1
"@MissLizzyNJ: Due to Russian bots and global warming, #AprilFoolsDay happened in November. https://t.co/s9BCGabAkz",0
@azeem_tuba: Ideas on climate change @PUANConference @PakUSAlumni #ClimateCounts @usembislamabad https://t.co/VKQiwlA8lx,1
@grist: Guess who was personally involved in removing climate change from the EPA website? https://t.co/cogHAlGQq8 https://t.co/tqDbus,0
@rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.,1
Every dollar spent $q$fighting$q$ global warming lands in someone$q$s pocket.,-1
It's fucking November and I'm still in t shirts and track shorts. You can't tell me climate change isn't real.,1
@zeflammenwerfer @Memeghnad Remember modi saying there is no climate change?! https://t.co/zEDEcrSjLC,0
"@mmcauliff: I wonder how 51,000 Jill Stein voters in Michigan feel about prospects for addressing global warming. (Clinton trails by und",1
@ClimateReality: [It$q$s] an opportunity to make a bold statement about how oil companies contribute to climate change @mayoredmurray ht,1
Does anyone think global warming is a good thing? I love Lady Gaga. I think she's a really interesting artist. https://t.co/1pbed2vptn,0
@Crawford3G: (NOT MUCH HAS CHANGED) Meet 'Mr Coal'  our new climate change minister Josh Frydenberg. https://t.co/I5Mgz3fyjD @Indepen,1
@reedsprague: Big Al: working to get his slice of the twelve trillion dollars he &amp; others are demanding for fake global warming. https:/,-1
@maryannehitt You want to know what one of the top contributors to climate change is? Chump's verbal flatulence.,0
"@HarvardChanSPH: Honoring climate change agreements will save millions of lives, write Harvard Chan experts https://t.co/dpVTU1Mz3r via",1
"@terencecorcoran: In Australia, Climate change science not settled: Brandis https://t.co/RpjBdAqhZP via @SkyNewsAust",-1
@cathmckenna: Indigenous communities are the first to feel the impacts of climate change. The Arctic is warming three times faste,1
"Connecticut buys into global warming, but some Senate candidates do not|One might assume that, regardless of .. http://oohja.com/xbIwF",-1
@NotAllBhas: global warming aesthetics https://t.co/y8wGwckMzt,0
Because of climate change:,0
Yeah totally; so when snow melts; they can show evidence ;) no? @Gemstars: Will Global Warming Mean More Snow? _ http://bit.ly/ao6fql,-1
"@AriMelber @carolelee @NBCNews @TheBeatWithAri Between his 3rd grade level quite about climate change, and now this https://t.co/y7wIgV015v",0
"Global warming: Salving our conscience at the expense of the poor: Here in the US, we began using coal in industri... http://bit.ly/bhd05C",1
Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],0
:P Fundamental Ways That Could Stop Global Warming medicine,1
"Tina Gerhardt: Bolivia 'people's conference' calls for system change, not climate change http://bit.ly/a7JOfE",0
VIDEO Global warming conferences on Paris  https://t.co/3PXO6ie4eU https://t.co/dJEbK4gAVM,0
"@KeraCA: Finally, Obama seems ready to get tough on a #climate change bill. - http://nyti.ms/as6bXI",1
"You and your fuckery idiots just elected a climate change denier, and you believe shit like this? How much fucking https://t.co/nN5bDF0FsE",1
Graham's exit from talks puts climate change bill in limbo: A climate-change bill that was scheduled to be unveile... [link],0
"@atrembath: Im just more afraid of climate change than I am of prison, said the well-off white Americans who face neither serious pri",0
@EcologyOfGavin: Spatial resilience of forested landscapes under climate change and management https://t.co/pgLrL5Hkvv,0
Climate change mechanism set up http://bit.ly/cmuOdt,1
Muskox and other Arctic mammals are feeling the heat of climate change https://t.co/jn58BZW14W via @Mongabay,1
@WWF_Climate    @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? http://bit.ly/abDh6c,1
@pablorodas: EnvDefenseFund: Pres Trump thinks the best available data on climate change is from 2003. https://t.co/PAJVqZ2Yfv,1
"When asked about climate change, Hillary Clinton stated that she will 'Deliver on the pledge' President Obama made to combat global warming",0
" #climate change impact video, 133 Charles, #Uganda https://t.co/qDxusJFPIT ",0
@Public_Citizen here's where to start the talk about climate change http://is.gd/bFj8k http://bit.ly/amKY33,0
@clmazin: This reminds me of the time I was stuck next to a drunk on an Amtrak train for 12 hours. https://t.co/fn7s67mcOv,1
"Bonsai from the Right: Quick Question On Global Warming: My Photo. Chris: Clinton Twp, Mi, United States: I like t... http://bit.ly/dCrz7m",0
Kasalanan din ng tao ang sanhi ng global warming #2DegreesPanahonNa,0
"@ScreamngEagle: From the party that believes in global warming, looks like they treated Philly pretty bad last night ! Just like Hi",0
"@RealJamesWoods: '...an alternative to cremation, which critics say causes pollution and climate change.' #ClimateNumbskulls https://t.c",-1
"@TorontoStar: Forget climate change, terrorism, potential war or a volatile stock market. The biggest threat to Canada right now? It is",0
@zepadeedoodah: The Cubs win the World Series and Trump's elected President. If it wasn't for climate change Hell would be frozen over.,0
@jpodhoretz And then they're going to be killed a second time by climate change!,0
@IFS_Ireland: Jim Barry @blackrock: We are going to have to plan for climate change. Pressure is on public system to cover the risk. #EF,1
Soil is too precious to our fight against climate change to treat like dirt #SaveOurSoil https://t.co/pOTqhn82CF https://t.co/ORcvi6R18P,1
"At new school climate change panel, heritage's David Kreutzer just asked audience to wait 3 mins before throwing water bottles at him",0
"Dealing with climate change is up to companies, not just governments via @ForbesNews #climatechange http://bit.ly/ct9VD9",1
they asked me what my inspiration was I told em global warming,0
@mombot: Didn't a cat run onto the field at a Marlin's game earlier this week?  I blame global warming. https://t.co/tmz797dPqc,0
#DailyClimate  Anticipating local impact from climate change. https://t.co/ZCbqGaJG2a,0
@ajplus: Is this deal to fight climate change too late?  https://t.co/e76UJNCYN8,1
@SondraJByrnes: climate change she confesses who  she voted for  #poetry #micropoetry #haiku 451,0
@democracy_now: Amy Goodmand and Dem Now is heading to Bolivia for the  World People's Conference on Climate Change. Tune in Next Week.  #WPCCC #Cochabamba,0
 How technology &amp; climate change are changing the transport industry? What will the 5th Generation Road be like? W https://t.co/bDOhSx3UJP,1
70's in November? I officially believe in global warming,1
"With EUROCLIMA+, the EU will support Latin American countries in climate change adaptation and mitigation @europeaid",1
"Pope believes in global warming flies around globe, against capitalism lives in luxury,against guns has armed guard. https://t.co/yhaPSgAeH5",-1
@BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks i,1
"WASHINGTON: While President  Donald Trump  's beliefs about  global warming  remain something of a mystery, his ac https://t.co/8Ays596xuk",0
@NickAberle: Matthew Guy nails his colours to the mast. Does @CoalitionVic have no interest in stopping global warming? Serious,1
"@NRDC: He may meet with Al Gore, and his daughter may mention climate changebut Trumps appointments tell the real story. https://t.co/",1
Breaking:: global warming wackos figure out how to move the earths around the sun. ya https://t.co/aTSdHEpEu5,-1
@ClimateScam: #climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79,-1
"@astroengine: So, yeah, I really wish it was a climate change conspiracy, because the alternative is an absolute nightmare for our plane",1
@lisalsong Another horrifying outcomes of global warming,1
-- Press Releases April 2010 - Climate change negotiators agree on intensified .. [link],0
"@MichaelSkolnik: Watch Donald Trump's head of EPA transition, @myronebell who claims that global warming is 'nothing to worry about.' ht",1
@PolitiFact: These are all False claims about climate change https://t.co/9o36L4G8wg https://t.co/nfDGYpwbft,0
How much has IPCC's reliance on 'grey literature' to advocate global warming cost business? Has policy uncertainty delayed economic growth?,-1
@Redsfan1977 @h8kes @Arron_banks @JuliaHB1 Sorry you still lost me..I see no connect in global warming and the pro https://t.co/8A5kPUnUBo,0
Hell yeah global warming. Fuck you snow.,0
@MotherJones: Heres the real reason Republicans dont give a damn about climate change https://t.co/1o1MONgb9I,1
I wrote this exact thing on my global warming essay can I report this for plagiarism  https://t.co/Gj1kPcuVhd,0
@cmegalodon69: EPA Continues To Implement Global Warming Plan Supreme Court Said It Couldnt   The Obama Coup Comtinues...  https://t.co,-1
"&lt;b&gt;Climate Change&lt;/b&gt; This Week: Arctic Goes Bonkers, Voting For Climate https://t.co/KlouISmjpt #ExpressHatred",0
"Stor ng carbon in soils of crop, frvzing &amp; rangelands offers ag's highest poteqtpal source of climate change mitigation.",1
"@EnvDefenseFund: The White House calls climate change research a waste. Actually, its required by law. https://t.co/FwQ748bDgG",1
"@FlowWithTheGo81 dont waste your time, climate change is a hoax",-1
@wesearchr i'm gonna go for the darkhorse candidate 'global warming',0
[CAMPAIGN] ASA dismisses complaints against DfT climate change ad: LONDON - The Advertising Standards Authority (A... http://bit.ly/at6G0n,0
@CupcakKe_rapper queen of climate change,0
Using data mining to make sense of climate change - https://t.co/YH5oRU17TY https://t.co/8fG74cXVTy,0
India seeks clarity on equity of climate change flow | CalcuttaTube http://retwt.me/1LUQa (via @calcuttatube),0
